ingredient_name,link,functions,rating,discription,rating_score
ALFALFA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/alfalfa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Can be an antioxidant in skincare products.
References for this information:
Journal of Agricultural Food Chemistry, January 2001, issue 1, pages 308–314",3
ALGAE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Texture Enhancer', 'Plant Extracts']",superstar,"Algae are very simple, chlorophyll-containing organisms in a family that includes more than 20,000 different known species. In cosmetics, algae act as thickening agents, water-binding agents, and antioxidants.Some algae are also potential skin sensitizers. For example, the phycocyanin present in blue-green algae has been suspected of sensitization on the basis of patch tests.Other forms of algae, such as Irish moss and carrageenan, contain proteins, vitamin A, sugar, starch, vitamin B1, iron, sodium, phosphorus, magnesium, copper, and calcium. Most of these are beneficial for skin, as emollients, soothing agents, or antioxidants.New research shows forms of brown algae show promise for improving the appearance of aging skin. As a plant ingredient, all types of algae are prone to breaking down with routine exposure to air and light. Because of this, avoid anti-aging products with algae that are packaged in jars.References for this information:Bioresource Technology, May 2015, pages 355-362Marine Pharmacognosy: Trends and Applications, 2013Marine Drugs, January 2013, pages 146-164",3
ALGAE EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algae-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Texture Enhancer', 'Plant Extracts']",superstar,,3
ALGIN,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",goodie,Brown algae.,2
ALIPHATIC HYDROCARBON,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/aliphatic-hydrocarbon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],goodie,Hydrocarbon contained in natural gas and mineral oils. It is a synthetic fluid with varying properties.,2
ALKALINE,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/alkaline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],icky,"Anything with a pH higher than 7 is alkaline; a pH below 7 is acidic. Water has a pH of 7; skin has an average pH of 5.5. Skin sensitization can be caused by products with a pH of 8 or higher. Also, research indicates that the bacteria on skin proliferates in alkaline environmental.References for this information:eMedicine Journal, January 7, 2002, volume 3, number 1Cutis, December 2001, Supplemental, pages 12–19",0
ALKYLOAMIDES,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/alkyloamides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],average,"Identified on skincare product labels as DEA, triethanolamine (TEA), and monoethanolamine (MEA), these are used primarily for their foaming ability in shampoos, but can also be used as thickening or binding agents. They can be skin sensitizers. In addition, alkyloamides contain a free amine that can combine with formaldehyde-releasing preservatives in cosmetics, and there is concern that they may form harmful substances.",1
ALLANTOIN,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/allantoin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],superstar,"By-product of uric acid extracted from urea and considered an effective skin-soothing and skin-conditioning agent. Allantoin occurs naturally in the body. It can be extracted from plants (comfrey, chamomile) or made synthetically—the most common method for inclusion in cosmetics where it’s used in concentrations upwards of 2%.Reference for this information:Pharmacognosy Review, Volume 5, July-December 2011International Journal of Toxicology, May 2010, Supplement, pages 84S-97SJournal of Occupational Medicine and Toxicology, October 2008, ePublication",3
ALLYL METHACRYLATES CROSSPOLYMER,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/allyl-methacrylates-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,"Synthetic, non-aqueous polymer whose chief function is as a texture enhancer.",2
ALMOND/BORAGE/LINSEED/OLIVE ACIDS GLYCERIDES,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/almond-borage-linseed-olive-acids-glycerides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Hydration']",superstar,"A mixture of the fatty acid and triglyceride components of several non-fragrant plant oils, including almond, borage, linseed, and olive. This blend hydrates and replenishes skin, provides antioxidant benefits, and can enhance skin’s natural resilience. References for this information: American Journal of Clinical Dermatology, February 2018, pages 103-117 International Journal of Molecular Sciences, December 2017, ePublication Journal of Cosmetic Dermatology, December 2016, pages 549-558",3
ALMOND OIL,https://www.paulaschoice.com/ingredient-dictionary/emollients/almond-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",superstar,"Also known as sweet almond oil, this is a non-volatile, non-fragrant oil extracted from the seeds of almonds and used as an emollient. Almond oil is a rich source of skin-replenishing ingredients including triglycerides and several fatty acids (oleic, linoleic, and myristic among them). It is not known to cause sensitivity.Almonds (Prunus amygdalus) can be sweet or bitter. Sweet almond is listed in Latin as Prunus amygdalus or Prunus dulcis and does not contain harmful constituents. Bitter almond comes from another species, Prunus amara, and does contain harmful constituents that shouldn’t be applied to skin.See natural moisturizing factor (NMF)References for this information: ISRN Toxicology, September 2013, ePublicationComplementary Therapies in Clinical Practice, February 2010, pages 10-12Journal of Agricultural and Food Chemistry, June 2008, pages 4,096-4,10",3
ALOE BARBADENSIS,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/aloe-barbadensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",goodie,,2
ALOE BARBADENSIS LEAF JUICE EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/aloe-barbadensis-leaf-juice-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",goodie,"May also be listed as aloe barbadensis leaf juice powder, aloe extract, or aloe juice.",2
ALOE BARBADENSIS LEAF JUICE POWDER,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/aloe-barbadensis-leaf-juice-powder.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],goodie,Aloe barabadensis leaf juice powder is the powder form of the aloe plant. It is obtained from dried leaves of the aloe plant and functions as a skin-conditioning agent.,2
ALOE EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/aloe-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",goodie,,2
ALOE JUICE,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/aloe-juice.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",goodie,,2
ALOE VERA,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/aloe-vera.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",goodie,"Aloe vera (also listed by its Latin name of aloe barbadenis) is a commonly used plant extract that has soothing properties, antioxidant qualities, and serves as a hydrating agent for skin due to its polysaccharide and sterol content. Aloe is a good ingredient, but its benefits tend to be over exaggerated in the cosmetics worlds and more research is needed in regards to its effectiveness for some of the more outlandish or miraculous-sounding claims.In pure form straight from the leaves, aloe vera’s benefits for skin include its lack of occlusion and the refreshing sensation it provides (hence, why it’s in common “after sun” products).Note: Some brands use aloe in place of water in their products, but aloe is actually 99.5% water.References for this information:Giornale Italiano Di Dermatologia, February 2009, pages 85-91Indian Journal of Dematology, 2008, pages 163-166Skin Research and Technology, November 2006, pages 241-246Journal of Ethnopharmacology, December 1999, pages 3-37",2
ALPHA BISABOLOL,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/alpha-bisabolol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",superstar,,3
ALPHA GLUCAN OLIGOSACCHARIDE,https://www.paulaschoice.com/ingredient-dictionary/emollients/alpha-glucan-oligosaccharide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],superstar,Emollient used in cosmetics that also has water-binding properties.,3
ALPHA HYDROXY ACID,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/alpha-hydroxy-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],superstar,,3
ALPHA ISOMETHYL IONONE,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/alpha-isomethyl-ionone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],icky,"Volatile fragrance and flavoring ingredient that must be listed on products that contain it due to its risk of causing a sensitized reaction at concentations as low as 0.001%. It’s an ingredient to avoid if you have sensitive skin, especially because it’s almost always combined with other volatile fragrance components such as linalool and eugenol.
See linalool , eugenol , fragrance
References for this information:
Analytical and Bioanalytical Chemistry, July 2010, issue 6, pages 2579-2591
Journal of Chromatography, April 2010, issue 16, pages 2599-2605",0
ALPHA LIPOIC ACID,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/alpha-lipoic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],superstar,"Alpha lipoic acid is an enzyme that, when applied topically on skin, appears to be a very good antioxidant. Taken internally, alpha lipoic acid is a water- and fat-soluble antioxidant capable of regenerating other antioxidants, such as vitamins C and E. It is also believed to exert numerous soothing effects. It’s clear from the research that alpha lipoic acid is a potent antioxidant, but it isn’t the only one; there are lots of great antioxidants for skin—in fact, there isn’t a lot of research on topical application of alpha lipoic acid.  Alpha lipoic acid is also known as thioctic acid; it’s extremely vulnerable to degradation by sunlight. Higher concentrations (5% or greater) are capable of causing a burning or stinging sensation on skin. References for this information: Acta Cirurgica Brasileira, October 2013, pages 708-715 Journal of Clinical Biochemistry and Nutrition, May 2009, issue 3, pages 218-222 The British Journal of Dermatology, October 2003, issue 4, pages 841-849 Clinical and Experimental Dermatology, October 2001, issue 7, pages 578-582",3
