Ingredient_name,Link,Rating,Rating_score,Irritancy,Comedogenicity,Functions,Quick_facts,Details
Adansonia Digitata Seed Oil,https://incidecoder.com/ingredients/adansonia-digitata-seed-oil,goodie,2,,,{'emollient': '/ingredient-functions/emollient'},,"[""Baobab is a really big, iconic tree native to Africa (here is a nice image of it). It's the largest succulent plant in the world and almost all parts of it have traditional medicinal uses in Africa."", ""The seed oil, similar to other plant oils, is loaded with things that are good-for-the-skin: it contains skin regenerating vitamin A, antioxidant vitamin E, and vitamin D3 that helps with calcium absorption. It's rich in nourishing fatty acids oleic (30-40%), linoleic (24-34%) and palmitic (18-30%)."", 'Its moisturizing benefits are impressive, it absorbed into the skin quickly and might even improve skin elasticity. A great oil for drier skin types and excellent for eczema and psoriasis.']"
Adenosine,https://incidecoder.com/ingredients/adenosine,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,['Adenosine is an important little compound in our body that has a vital cell-signalling role. Research on smearing it on our face is also promising and shows so far a couple of things:']
Adipic Acid/ Neopentyl Glycol Crosspolymer,https://incidecoder.com/ingredients/adipic-acid-neopentyl-glycol-crosspolymer,No rating,-1,,,"{'viscosity controlling': '/ingredient-functions/viscosity-controlling', 'deodorant': '/ingredient-functions/deodorant'}",,"['Little,\xa0porous spheres that have magic\xa0blurring powers, meaning\xa0they\xa0can optically blur\xa0fine lines, wrinkles, and pores.', 'Penstia Powder also improves product texture as the little particles roll on the skin rather than ""drag"", so the ingredient gives a nice slip and thus silky, creamy texture to the formulas. It can also reduce tackiness and has some oil/sebum absorption capacity.']"
Adipofill'In,https://incidecoder.com/ingredients/ornithine,goodie,2,,,{'cell-communicating ingredient': '/ingredient-functions/cell-communicating-ingredient'},,"[""Ornithine is an amino acid that is the active ingredient in the skin-plumping active trade named\xa0Adipofill'In. According to the manufacturer, Adipofill'In\xa0is able to increase fatty tissue volume by activating the transcription factor called HIF-1α and thus it\xa0has a\xa0lipofilling-like effect through a non-invasive method."", ""It is supposed to be an especially useful active for deep wrinkles, such as\xa0the nasolabial fold (the wrinkle between the nose and mouth). In their in-vivo test made with 20 volunteers using 2% Adipofill'In cream twice a day for 60 days, the manufacturer measured up to\xa037.6% reduction of wrinkle depth and up to\xa027.5% reduction of skin roughness.""]"
Aesculus Hippocastanum Seed Extract,https://incidecoder.com/ingredients/aesculus-hippocastanum-seed-extract,goodie,2,,,{'soothing': '/ingredient-functions/soothing'},,"['Horse Chestnut is an often-used ingredient thanks to a couple of nice magic properties. It contains the active\xa0ingredient called escin that helps to maintain healthy blood circulation and strengthen capillaries. This makes horse chestnut useful for rosacea-prone skin and it’s also often used in toners for a fresh skin feeling.', 'It also has some anti-inflammatory and wound healing properties, so all in all, a nice one to spot on the ingredient list.']"
Agonis Fragrans Branch/ Leaf Oil,https://incidecoder.com/ingredients/agonis-fragrans-branch-leaf-oil,icky,0,,,{'perfuming': '/ingredient-functions/perfuming'},,"['An essential oil coming from Western Australia with a\xa0citrus, spicy, floral scent. Its special property is to be very ""balanced"" meaning it has a near perfect 1:1:1 ratio of oxides, monoterpenes, and monoterpenols\xa0(though it\'s not clear what\xa0the benefit of this is).', 'The manufacturer claims that the oil has\xa0antimicrobial, anti-inflammatory, analgesic, expectorant, immune enhancement, and emotional balance properties. It does contain fragrant components like linalool or limonene\xa0so if your skin is sensitive be careful\xa0with it.']"
Ahnfeltia Concinna Extract,https://incidecoder.com/ingredients/ahnfeltia-concinna-extract,goodie,2,,,{'viscosity controlling': '/ingredient-functions/viscosity-controlling'},,"[""Red Marine Algae extract that works as a skin protectant and also helps to thicken up products. According to skincare manufacturer Indeed Laboratories, it's a\xa0nutrient-rich mineral that mildly stimulates circulation which helps famous IT-moisturizer, hyaluronic acid to penetrate into the skin deeper.""]"
Alanine,https://incidecoder.com/ingredients/alanine,goodie,2,,,{'skin-identical ingredient': '/ingredient-functions/skin-identical-ingredient'},,['A non-essential amino acid (a building block of skin proteins like collagen or elastin) that hydrates the skin.']
Alcohol,https://incidecoder.com/ingredients/alcohol,icky,0,,,"{'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'solvent': '/ingredient-functions/solvent', 'viscosity controlling': '/ingredient-functions/viscosity-controlling', 'astringent': '/ingredient-functions/astringent'}",,"[""Simply alcohol refers to ethanol and it's a pretty controversial ingredient. It has many instant benefits: it's a great solvent, penetration enhancer, creates cosmetically elegant, light formulas, great astringent and antimicrobial. No wonder it's popular in toners and oily skin formulas."", ""The downside is that it can be very drying if it's in the first few ingredients on an ingredient list."", ""Some experts even think that regular exposure to alcohol damages skin barrier and causes inflammation though it's a debated opinion. If you wanna know more, we wrote a more detailed explanation about what's the deal with alcohol in skincare products at alcohol denat.\xa0(it's also alcohol, but with some additives to make sure no one drinks it).""]"
Alcohol Denat.,https://incidecoder.com/ingredients/alcohol-denat,icky,0,,,"{'antimicrobial/antibacterial': '/ingredient-functions/antimicrobial-antibacterial', 'solvent': '/ingredient-functions/solvent', 'viscosity controlling': '/ingredient-functions/viscosity-controlling', 'astringent': '/ingredient-functions/astringent'}","[""It's a super common and super debated skincare ingredient                                                    It has several benefits: great solvent, penetration enhancer, creates cosmetically elegant, light formulas, great astringent and antimicrobial                                                    It can be very drying if it's in the first few ingredients on an ingredient list                                                    Some experts even think that regular exposure to alcohol damages skin barrier and causes inflammation though it's a debated opinion (read more in geeky details tab)                         .""]","[""If you want to start a debate between skincare experts, mentioning alcohol will probably be a good way to do that (Btw, denat means denaturated and it's normal alcohol with some additives that make it poisonous and bad tasting so that people do not drink it.). It's a controversial ingredient that has definitely many immediate skincare benefits and some potential longer-term drawbacks."", ""So let's see first the benefits, why it's so often used. First, it is a great solvent. There are some ingredients that do not dissolve in water or oil\xa0and alcohol is often the way to go. Second, it's great at creating cosmetically elegant, fast absorbing, thin formulas. For example creating a nice, non-oily sunscreen is still a big challenge to the cosmetic industry (because sunscreen ingredients are yucky and oily) and alcohol can help\xa0with this problem. Third, alcohol is a great astringent, leaves a refreshing feeling on the skin so it's very popular as a toner ingredient. And last but not least, it's\xa0antimicrobial, helps to disinfect the skin so it is common in after-shaves or products intended for acne-prone skin. It even works as a preservative that is often used in natural products."", ""So now let's see what's not so good about it: First, it dries the skin. As an immediate effect for oily skin types that might sound like a benefit, but in the longer term alcohol often dries out the skin so much that the skin compensates with extra oil production. Famous dermatologist,\xa0Dr. Leslie Baumann in her Skin Type Solution book suggests avoiding alcohol if it's in the first 7 positions on the ingredient list."", 'Skin care expert, Paula Begoun thinks that alcohol not only dries\xa0the skin\xa0but regular exposure to it damages the skin barrier and causes inflammation. Not everyone agrees with this. Nicki Zevola from Futurederm thinks that alcohol evaporates quickly from the skin, can act as a penetration enhancer for key ingredients and is safe to use.', ""So the bottom line is that alcohol (and to further complicate\xa0we are talking only about simple, volatile, low molecular weight alcohols here) \xa0is\xa0debated. What seems to be a fact is that it's drying but it also has several benefits. Based on that it's up to you to decide if\xa0it's something to avoid or not.""]"
Aleurites Moluccana Seed Oil,https://incidecoder.com/ingredients/aleurites-moluccana-seed-oil,goodie,2,,,"{'soothing': '/ingredient-functions/soothing', 'emollient': '/ingredient-functions/emollient'}",,"[""Having such a cool name and coming from Hawaii how could this oil be not good? Well, it is good. It's absorbed\xa0excellently by the skin and is used traditionally by the Hawaiians to soothe sunburn and other inflammations."", ""Research confirms this: it's shown to have anti-inflammatory, pain reducing, and wound healing properties. It's also a particularly\xa0rich source of moisturizing essential fatty acids\xa0linoleic and linolenic\xa0(about 42 and 32%) and it's not so rich in oleic acid - around 15% - that can be good even for acne prone skin.""]"
Algae Extract,https://incidecoder.com/ingredients/algae-extract,goodie,2,,,"{'emollient': '/ingredient-functions/emollient', 'moisturizer/humectant': '/ingredient-functions/moisturizer-humectant'}",,"['We have to admit that\xa0Algae Extract is not our favorite ingredient name. It does comply\xa0with the INCI standard (the official list about how ingredients on the product labels have to be called, the thing we help you to decode\xa0here :)), but there are about\xa020 000 different kinds of algae and an extract from them can be made in another 10 000 ways.', 'So, Algae Extract can be anything from La Mer\'s ""Miracle Broth"" to a simple brown\xa0algae\xa0extract that helps to smooth the hair. The official description\xa0in the Europiean Cosmetic Ingredient\xa0listing is this: ""an extract of various species of Algae; Extract of the Seaweed, Fucus vesiculosus, Furaceae"". Its official functions include being a humectant (helps skin to attract water), emollient (makes skin feel smooth and nice) and skin conditioner\xa0(a catchall phrase for saying it does something good for the skin).', 'A 2015 research paper on the\xa0potential of uses of algae in cosmetics summarizes that algae are rich sources of biologically active metabolites including antioxidants, anti-inflammatory agents, alginates, polysaccharides, and carotenoids. Currently, algae extracts are mostly used as\xa0moisturizing and\xa0thickening agents, but algae also have great potential to combat skin aging, pigmentation as well as\xa0working as an antimicrobial.', 'We have also browsed through Prospector to see what manufacturers say\xa0about their algae. There is, for example,\xa0an algae extract trade-named Lanablue that comes from\xa0blue-green algae (green algae is rare, less than 1% of the total macroalgae in the world) and is claimed to have retinoid like effects\xa0(i.e. reduce wrinkles, smooth skin) but without the side effects (though it seems now that the INCI name of Lanablue was changed to Aphanizomenon Flos-Aquae Extract).', 'There is another algae extract from another manufacturer that comes from red algae (much more common, about 40% of total macroalgae worldwide) and is claimed to have not only moisturizing but also skin smoothing and densifying effects.', 'Here is a brown algae extract (the most common type, about 59% of macroalgae), also just called Algae Extract on the product label that is simply claimed to be a free radical scavenger, aka antioxidant. These were just three random examples from three manufacturers all called Algae extract even though they all come from different algae with different claims.', ""Anyhow, the point is this;\xa0there are tons of different types of Algae Extracts out there. Unless the brand tells you what they use, it's impossible to know for sure. The most probable scenario for the Alge Extract is that it works as a moisturizer and emollient and it might\xa0have some additional anti-aging properties.""]"
